lat,long,l
38.301394,-121.37837,-2.117694081
38.312626,-121.37948,-2.069724195
38.305046,-121.38141,-1.118853659
38.304879,-121.36861,-2.97923439
38.296663,-121.37431,-2.219846585
38.296695,-121.37936,0.104048
38.291739,-121.38171,0.553354634
38.291829,-121.39134,-1.257170732
38.305171,-121.39102,-4.409044902
38.309652,-121.37582,-1.44237
38.309667,-121.38365,-1.382016341
38.296703,-121.381785,3.185170732
38.301007,-121.383722,1.482487805
