lat,long,l
38.301394,-121.37837,1.663616895
38.312626,-121.37948,0.045405805
38.305046,-121.38141,1.840146341
38.304879,-121.36861,-1.95344439
38.296663,-121.37431,-0.063486585
38.296695,-121.37936,2.933048
38.291739,-121.38171,3.958044634
38.291829,-121.39134,1.325829268
38.305171,-121.39102,-3.334893902
38.309652,-121.37582,0.73464
38.309667,-121.38365,1.224883659
38.296703,-121.381785,4.464170732
38.301007,-121.383722,3.013487805
