lat,long,h
38.301394,-121.37837,6.466635187
38.312626,-121.37948,7.833766805
38.305046,-121.38141,7.955146341
38.304879,-121.36861,3.01627561
38.296663,-121.37431,5.703093415
38.296695,-121.37936,7.687048
38.291739,-121.38171,7.632214634
38.291829,-121.39134,6.771829268
38.305171,-121.39102,6.919926098
38.309652,-121.37582,6.3574
38.309667,-121.38365,8.469553659
38.296703,-121.381785,5.151170732
38.301007,-121.383722,6.835487805
