lat,long,l
38.301394,-121.37837,-2.986230666
38.312626,-121.37948,-2.219244
38.305046,-121.38141,-2.341568
38.304879,-121.36861,-3.8863
38.296663,-121.37431,-2.86174
38.296695,-121.37936,-0.918952
38.291739,-121.38171,-0.426532
38.291829,-121.39134,-1.54016
38.305171,-121.39102,-4.700268
38.309652,-121.37582,-2.31998
38.309667,-121.38365,-0.947612
38.296703,-121.381785,-0.044829268
38.301007,-121.383722,0.266072
