Easting,Northing,Elevation,Code,source,Point_ID
641842.400,4241306.148,6.358,BANKSLOPE,Nichols 2015,771_770_stk103
641842.241,4241306.335,6.531,BANKSLOPE,Nichols 2015,771_770_stk104
641842.045,4241306.599,6.783,BANKSLOPE,Nichols 2015,771_770_stk105
641841.655,4241307.013,7.086,BANKSLOPE,Nichols 2015,771_770_stk106
641841.369,4241307.258,7.15,BANKSLOPE,Nichols 2015,771_770_stk107
641841.203,4241307.513,7.152,BANKTOP,Nichols 2015,771_770_stk108
641840.939,4241307.791,7.153,BANKTOP,Nichols 2015,771_770_stk109
641840.724,4241308.011,7.147,BANKTOP,Nichols 2015,771_770_stk110
641840.477,4241308.256,7.155,BANKTOP,Nichols 2015,771_770_stk111
641840.150,4241308.645,7.16,BANKTOP,Nichols 2015,771_770_stk112
641839.925,4241308.842,7.146,BANKTOP,Nichols 2015,771_770_stk113
641839.757,4241309.069,7.155,BANKTOP,Nichols 2015,771_770_stk114
641839.422,4241309.415,7.167,BANKTOP,Nichols 2015,771_770_stk115
641838.660,4241310.255,7.166,BANKTOP,Nichols 2015,771_770_stk116
641838.334,4241310.623,7.178,BANKTOP,Nichols 2015,771_770_stk117
641838.141,4241310.817,7.176,BANKTOP,Nichols 2015,771_770_stk118
641837.848,4241311.183,7.182,BANKTOP,Nichols 2015,771_770_stk119
641837.574,4241311.490,7.184,BANKTOP,Nichols 2015,771_770_stk120
641837.386,4241311.671,7.185,BANKTOP,Nichols 2015,771_770_stk121
641837.068,4241311.970,7.169,BANKTOP,Nichols 2015,771_770_stk122
641836.723,4241312.373,7.175,BANKTOP,Nichols 2015,771_770_stk123
641836.441,4241312.722,7.154,BANKTOP,Nichols 2015,771_770_stk124
641836.134,4241313.061,7.151,BANKTOP,Nichols 2015,771_770_stk125
641835.780,4241313.403,7.141,BANKTOP,Nichols 2015,771_770_stk126
641835.502,4241313.747,7.15,BANKTOP,Nichols 2015,771_770_stk127
641835.211,4241314.077,7.134,BANKTOP,Nichols 2015,771_770_stk128
641834.758,4241314.549,7.137,BANKTOP,Nichols 2015,771_770_stk129
641834.346,4241314.962,7.133,BANKTOP,Nichols 2015,771_770_stk130
641834.095,4241315.217,7.146,BANKTOP,Nichols 2015,771_770_stk131
641833.821,4241315.577,7.149,BANKTOP,Nichols 2015,771_770_stk132
641833.414,4241315.951,7.137,BANKTOP,Nichols 2015,771_770_stk133
641833.137,4241316.253,7.145,BANKTOP,Nichols 2015,771_770_stk134
641832.856,4241316.606,7.126,BANKTOP,Nichols 2015,771_770_stk135
642148.653,4241850.889,7.377,BANK,Nichols 2015,768_767_stk
642148.150,4241850.831,7.277,BANK,Nichols 2015,768_767_stk1
642147.724,4241850.863,7.07,BANK,Nichols 2015,768_767_stk2
642147.177,4241850.794,6.859,BANK,Nichols 2015,768_767_stk3
642146.705,4241850.813,6.647,BANK_TOP,Nichols 2015,768_767_stk4
642146.549,4241850.799,6.328,BANK_SLOPE,Nichols 2015,768_767_stk5
642146.415,4241850.787,5.824,BANK_SLOPE,Nichols 2015,768_767_stk6
642146.139,4241850.737,5.542,BANK_SLOPE,Nichols 2015,768_767_stk7
642145.879,4241850.790,4.882,BANK_TOE,Nichols 2015,768_767_stk8
642145.693,4241850.744,4.77,BED,Nichols 2015,768_767_stk9
642145.417,4241850.819,4.566,BED,Nichols 2015,768_767_stk10
642145.237,4241850.794,4.493,BED,Nichols 2015,768_767_stk11
642144.915,4241850.769,4.434,BED,Nichols 2015,768_767_stk12
642144.445,4241850.855,4.359,BED,Nichols 2015,768_767_stk13
642144.028,4241850.947,4.353,BED,Nichols 2015,768_767_stk14
642143.609,4241850.846,4.449,BED,Nichols 2015,768_767_stk15
642143.092,4241850.802,4.552,BED,Nichols 2015,768_767_stk16
642142.441,4241850.768,4.581,BED,Nichols 2015,768_767_stk17
642141.654,4241850.835,4.685,BED,Nichols 2015,768_767_stk18
642140.946,4241850.905,4.754,BED,Nichols 2015,768_767_stk19
642139.237,4241850.809,4.728,BED,Nichols 2015,768_767_stk20
642138.313,4241850.741,4.756,BED,Nichols 2015,768_767_stk21
642137.393,4241850.801,4.731,BED,Nichols 2015,768_767_stk22
642136.136,4241850.750,4.685,BED,Nichols 2015,768_767_stk23
642135.219,4241850.774,4.646,BED,Nichols 2015,768_767_stk24
642134.188,4241850.742,4.614,BED,Nichols 2015,768_767_stk25
642133.216,4241850.777,4.556,BED,Nichols 2015,768_767_stk26
642132.088,4241850.705,4.544,BED,Nichols 2015,768_767_stk27
642131.318,4241850.696,4.516,BED,Nichols 2015,768_767_stk28
642130.459,4241850.702,4.524,BED,Nichols 2015,768_767_stk29
642129.961,4241850.720,4.537,BED,Nichols 2015,768_767_stk30
642129.209,4241850.762,4.483,BED,Nichols 2015,768_767_stk31
642128.549,4241850.678,4.45,BED,Nichols 2015,768_767_stk32
642127.924,4241850.714,4.401,BED,Nichols 2015,768_767_stk33
642127.139,4241850.685,4.357,BED,Nichols 2015,768_767_stk34
642126.299,4241850.716,4.367,BED,Nichols 2015,768_767_stk35
642125.751,4241850.661,4.373,BED,Nichols 2015,768_767_stk36
642124.933,4241850.656,4.365,BED,Nichols 2015,768_767_stk37
642124.369,4241850.658,4.321,BANK_TOE,Nichols 2015,768_767_stk38
642124.159,4241850.657,4.56,BANK_SLOPE,Nichols 2015,768_767_stk39
642123.944,4241850.679,4.717,BANK_SLOPE,Nichols 2015,768_767_stk40
642123.856,4241850.626,4.782,BANK_SLOPE,Nichols 2015,768_767_stk41
642123.800,4241850.670,5.626,BANK_SLOPE,Nichols 2015,768_767_stk42
642123.541,4241850.669,5.831,BANK_SLOPE,Nichols 2015,768_767_stk43
642123.252,4241850.657,6.02,BANK_SLOPE,Nichols 2015,768_767_stk44
642122.970,4241850.633,6.192,BANK_SLOPE,Nichols 2015,768_767_stk45
642122.699,4241850.652,6.471,BANK_SLOPE,Nichols 2015,768_767_stk46
642122.347,4241850.644,6.68,BANK_SLOPE,Nichols 2015,768_767_stk47
642122.008,4241850.655,6.814,BANK_SLOPE,Nichols 2015,768_767_stk48
642121.687,4241850.667,6.981,BANK_SLOPE,Nichols 2015,768_767_stk49
642121.343,4241850.678,7.031,BANK_SLOPE,Nichols 2015,768_767_stk50
642120.915,4241850.630,7.104,BANK_SLOPE,Nichols 2015,768_767_stk51
642120.557,4241850.622,7.166,BANK_SLOPE,Nichols 2015,768_767_stk52
642120.322,4241850.692,7.352,BANK_SLOPE,Nichols 2015,768_767_stk53
642119.822,4241850.662,7.808,BANK_SLOPE,Nichols 2015,768_767_stk54
642119.144,4241850.638,8.105,BANK_TOP,Nichols 2015,768_767_stk55
642118.780,4241850.696,8.229,BANK,Nichols 2015,768_767_stk56
642118.441,4241850.688,8.285,BANK,Nichols 2015,768_767_stk57
642117.973,4241850.705,8.367,BANK,Nichols 2015,768_767_stk58
642002.126,4241625.717,8.651,BANK,Nichols 2015,706_713_stk
642001.596,4241625.955,8.607,BANK,Nichols 2015,706_713_stk1
642001.119,4241626.191,8.51,BANK_TOP,Nichols 2015,706_713_stk2
642000.695,4241626.408,8.384,BANK_SLOPE,Nichols 2015,706_713_stk3
642000.408,4241626.561,8.244,BANK_SLOPE,Nichols 2015,706_713_stk4
641999.903,4241626.823,7.984,BANK_SLOPE,Nichols 2015,706_713_stk5
641999.536,4241627.048,7.772,BANK_SLOPE,Nichols 2015,706_713_stk6
641999.211,4241627.208,7.618,BANK_SLOPE,Nichols 2015,706_713_stk7
641998.795,4241627.428,7.531,BANK_SLOPE,Nichols 2015,706_713_stk8
641998.272,4241627.662,7.427,BANK_SLOPE,Nichols 2015,706_713_stk9
641998.000,4241627.824,7.318,BANK_SLOPE,Nichols 2015,706_713_stk10
641997.564,4241628.022,7.182,BANK_SLOPE,Nichols 2015,706_713_stk11
641997.214,4241628.207,7.088,BANK_SLOPE,Nichols 2015,706_713_stk12
641996.617,4241628.544,6.95,BANK_SLOPE,Nichols 2015,706_713_stk13
641996.232,4241628.853,6.841,BANK_SLOPE,Nichols 2015,706_713_stk14
641996.005,4241628.851,6.691,BANK_SLOPE,Nichols 2015,706_713_stk15
641995.825,4241629.010,6.059,BANK_SLOPE,Nichols 2015,706_713_stk16
641995.572,4241629.084,5.846,BANK_SLOPE,Nichols 2015,706_713_stk17
641995.291,4241629.265,5.803,BANK_SLOPE,Nichols 2015,706_713_stk18
641995.029,4241629.413,5.606,BANK_TOE,Nichols 2015,706_713_stk19
641994.706,4241629.563,5.588,BED,Nichols 2015,706_713_stk20
641994.296,4241629.855,5.582,BED,Nichols 2015,706_713_stk21
641993.579,4241630.228,5.466,BED,Nichols 2015,706_713_stk22
641992.921,4241630.518,5.423,BED,Nichols 2015,706_713_stk23
641992.265,4241630.898,5.368,BED,Nichols 2015,706_713_stk24
641991.354,4241631.335,5.342,BED,Nichols 2015,706_713_stk25
641990.478,4241631.812,5.291,BED,Nichols 2015,706_713_stk26
641989.603,4241632.217,5.223,BED,Nichols 2015,706_713_stk27
641988.788,4241632.767,5.117,BED,Nichols 2015,706_713_stk28
641987.868,4241633.167,5.043,BED,Nichols 2015,706_713_stk29
641986.839,4241633.694,4.924,BED,Nichols 2015,706_713_stk30
641985.923,4241634.158,4.822,BED,Nichols 2015,706_713_stk31
641984.871,4241634.732,4.755,BED,Nichols 2015,706_713_stk32
641983.688,4241635.429,4.62,BED,Nichols 2015,706_713_stk33
641982.514,4241636.011,4.516,BED,Nichols 2015,706_713_stk34
641981.403,4241636.625,4.394,BED,Nichols 2015,706_713_stk35
641980.318,4241637.178,4.249,BED,Nichols 2015,706_713_stk36
641979.275,4241637.769,4.149,BED,Nichols 2015,706_713_stk37
641978.204,4241638.338,4.109,BED,Nichols 2015,706_713_stk38
641977.253,4241638.870,4.102,BED,Nichols 2015,706_713_stk39
641976.485,4241639.256,4.14,BED,Nichols 2015,706_713_stk40
641975.727,4241639.642,4.185,BED,Nichols 2015,706_713_stk41
641974.689,4241640.203,4.175,BED,Nichols 2015,706_713_stk42
641973.776,4241640.627,4.224,BED,Nichols 2015,706_713_stk43
641973.019,4241640.990,4.366,BED,Nichols 2015,706_713_stk44
641972.330,4241641.438,4.449,BED,Nichols 2015,706_713_stk45
641971.742,4241641.791,4.507,BANK_TOE,Nichols 2015,706_713_stk46
641971.436,4241641.929,4.713,BANK_SLOPE,Nichols 2015,706_713_stk47
641971.103,4241642.043,4.946,BANK_SLOPE,Nichols 2015,706_713_stk48
641970.763,4241642.276,5.151,BANK_SLOPE,Nichols 2015,706_713_stk49
641970.569,4241642.374,5.342,BANK_SLOPE,Nichols 2015,706_713_stk50
641970.411,4241642.366,5.537,BANK_SLOPE,Nichols 2015,706_713_stk51
641970.423,4241642.508,6.266,BANK_SLOPE,Nichols 2015,706_713_stk52
641970.204,4241642.585,6.623,BANK_SLOPE,Nichols 2015,706_713_stk53
641969.933,4241642.702,6.962,BANK_TOP,Nichols 2015,706_713_stk54
641969.791,4241642.820,7.044,BANK,Nichols 2015,706_713_stk55
641969.300,4241643.054,7.095,BANK,Nichols 2015,706_713_stk56
641968.635,4241643.383,7.036,BANK,Nichols 2015,706_713_stk57
641967.887,4241643.789,7.068,BANK,Nichols 2015,706_713_stk58
641967.156,4241644.225,7.097,BANK,Nichols 2015,706_713_stk59
641966.350,4241644.510,7.13,BANK,Nichols 2015,706_713_stk60
641965.529,4241645.018,7.254,BANK,Nichols 2015,706_713_stk61
641964.725,4241645.389,7.317,BANK,Nichols 2015,706_713_stk62
641963.784,4241645.872,7.409,BANK,Nichols 2015,706_713_stk63
641963.156,4241646.313,7.522,BANK,Nichols 2015,706_713_stk64
641962.369,4241646.683,7.614,BANK,Nichols 2015,706_713_stk65
641961.500,4241647.067,7.69,BANK,Nichols 2015,706_713_stk66
642062.057,4241687.534,8.176,BANKTOP,Nichols 2015,711_712_stk
642061.105,4241688.550,8.174,BANKTOP,Nichols 2015,711_712_stk1
642060.044,4241689.755,7.879,BANKSLOPE,Nichols 2015,711_712_stk2
642059.376,4241690.400,7.309,BANKSLOPE,Nichols 2015,711_712_stk3
642058.879,4241691.015,6.835,BANKSLOPE,Nichols 2015,711_712_stk4
642058.217,4241691.668,6.603,BANKSLOPE,Nichols 2015,711_712_stk5
642057.772,4241692.203,6.186,BANKSLOPE,Nichols 2015,711_712_stk6
642057.576,4241692.434,5.444,BANKSLOPE,Nichols 2015,711_712_stk7
642057.108,4241692.847,5.139,BANKTOE,Nichols 2015,711_712_stk8
642056.516,4241693.454,4.985,BANKBED,Nichols 2015,711_712_stk9
642056.150,4241693.904,4.889,BANKBED,Nichols 2015,711_712_stk10
642055.260,4241694.878,4.501,BANKBED,Nichols 2015,711_712_stk11
642054.178,4241695.937,4.309,BANKBED,Nichols 2015,711_712_stk12
642052.924,4241697.345,4.347,BANKBED,Nichols 2015,711_712_stk13
642051.520,4241698.893,4.337,BANKBED,Nichols 2015,711_712_stk14
642049.993,4241700.476,4.357,BANKBED,Nichols 2015,711_712_stk15
642048.497,4241702.107,4.433,BANKBED,Nichols 2015,711_712_stk16
642047.062,4241703.650,4.524,BANKBED,Nichols 2015,711_712_stk17
642046.206,4241704.491,4.561,BANKBED,Nichols 2015,711_712_stk18
642045.959,4241704.781,4.509,BANKBED,Nichols 2015,711_712_stk19
642045.533,4241705.313,4.656,BANKBED,Nichols 2015,711_712_stk20
642044.985,4241705.872,4.879,BANKTOE,Nichols 2015,711_712_stk21
642044.463,4241706.396,5.312,BANKSLOPE,Nichols 2015,711_712_stk22
642044.117,4241706.713,5.598,BANKSLOPE,Nichols 2015,711_712_stk23
642043.826,4241707.125,5.922,BANKSLOPE,Nichols 2015,711_712_stk24
642043.256,4241707.693,6.424,BANKSLOPE,Nichols 2015,711_712_stk25
642042.533,4241708.419,6.944,BANKSLOPE,Nichols 2015,711_712_stk26
642041.761,4241709.320,7.295,BANKSLOPE,Nichols 2015,711_712_stk27
642041.199,4241709.848,7.565,BANKSLOPE,Nichols 2015,711_712_stk28
642040.767,4241710.312,8.141,BANKSLOPE,Nichols 2015,711_712_stk29
642040.302,4241710.801,8.495,BANKTOP,Nichols 2015,711_712_stk30
642039.750,4241711.457,8.637,BANKTOP,Nichols 2015,711_712_stk31
642038.849,4241712.337,8.662,BANKTOP,Nichols 2015,711_712_stk32
642029.722,4241661.076,8.41,BANKTOP,Nichols 2015,746_769_stk
642029.147,4241661.842,8.359,BANKTOP,Nichols 2015,746_769_stk1
642028.541,4241662.756,8.152,BANKTOP,Nichols 2015,746_769_stk2
642028.349,4241663.022,7.908,BANKSLOPE,Nichols 2015,746_769_stk3
642028.058,4241663.429,7.174,BANKSLOPE,Nichols 2015,746_769_stk4
642027.818,4241663.724,6.934,BANKSLOPE,Nichols 2015,746_769_stk5
642027.563,4241664.144,6.756,BANKSLOPE,Nichols 2015,746_769_stk6
642027.329,4241664.494,6.426,BANKSLOPE,Nichols 2015,746_769_stk7
642027.246,4241664.660,6.041,BANKSLOPE,Nichols 2015,746_769_stk8
642026.803,4241665.238,5.898,BANKSLOPE,Nichols 2015,746_769_stk9
642026.512,4241665.650,5.598,BANKSLOPE,Nichols 2015,746_769_stk10
642026.161,4241666.076,5.127,BANKSLOPE,Nichols 2015,746_769_stk11
642025.749,4241666.681,4.914,BANKSLOPE,Nichols 2015,746_769_stk12
642025.547,4241667.024,4.698,BANKTOE,Nichols 2015,746_769_stk13
642025.084,4241667.616,4.568,BANKBED,Nichols 2015,746_769_stk14
642024.056,4241669.137,4.564,BANKBED,Nichols 2015,746_769_stk15
642022.987,4241670.688,4.552,BANKBED,Nichols 2015,746_769_stk16
642021.872,4241672.255,4.571,BANKBED,Nichols 2015,746_769_stk17
642020.711,4241673.935,4.611,BANKBED,Nichols 2015,746_769_stk18
642019.573,4241675.607,4.613,BANKBED,Nichols 2015,746_769_stk19
642018.965,4241676.493,4.651,BANKBED,Nichols 2015,746_769_stk20
642018.282,4241677.465,4.505,BANKBED,Nichols 2015,746_769_stk21
642017.547,4241678.583,4.605,BANKBED,Nichols 2015,746_769_stk22
642016.911,4241679.505,4.829,BANKBED,Nichols 2015,746_769_stk23
642016.600,4241679.914,4.869,BANKTOE,Nichols 2015,746_769_stk24
642016.417,4241680.174,5.067,BANKSLOPE,Nichols 2015,746_769_stk25
642015.955,4241680.809,5.127,BANKSLOPE,Nichols 2015,746_769_stk26
642015.249,4241681.908,5.064,BANKSLOPE,Nichols 2015,746_769_stk27
642014.565,4241683.398,5.689,BANKSLOPE,Nichols 2015,746_769_stk28
642014.002,4241684.881,5.678,BANKSLOPE,Nichols 2015,746_769_stk29
