lat,long,h
38.301394,-121.37837,5.906940065
38.312626,-121.37948,6.614675805
38.305046,-121.38141,6.710146341
38.304879,-121.36861,0.41169561
38.296663,-121.37431,4.457693415
38.296695,-121.37936,6.624048
38.291739,-121.38171,6.613804634
38.291829,-121.39134,6.088829268
38.305171,-121.39102,6.224226098
38.309652,-121.37582,5.0307
38.309667,-121.38365,7.431953659
38.296703,-121.381785,4.214170732
38.301007,-121.383722,5.856487805
