lat,long,l
38.301394,-121.37837,4.801787626
38.312626,-121.37948,5.979569805
38.305046,-121.38141,6.326146341
38.304879,-121.36861,3.02270561
38.296663,-121.37431,3.839633415
38.296695,-121.37936,5.730048
38.291739,-121.38171,5.619524634
38.291829,-121.39134,5.351829268
38.305171,-121.39102,5.365626098
38.309652,-121.37582,5.6968
38.309667,-121.38365,6.523953659
38.296703,-121.381785,3.918170732
38.301007,-121.383722,5.180487805
