lat,long,l
38.301394,-121.37837,-2.583425788
38.312626,-121.37948,-2.201858195
38.305046,-121.38141,-1.592853659
38.304879,-121.36861,-3.4878
38.296663,-121.37431,-2.535386585
38.296695,-121.37936,-0.347952
38.291739,-121.38171,-0.011665366
38.291829,-121.39134,-1.412170732
38.305171,-121.39102,-4.450050902
38.309652,-121.37582,-1.80834
38.309667,-121.38365,-1.242866341
38.296703,-121.381785,0.390170732
38.301007,-121.383722,1.209487805
