lat,long,h
38.301394,-121.37837,0.761940065
38.312626,-121.37948,-1.693105195
38.305046,-121.38141,0.005146341
38.304879,-121.36861,-2.82829439
38.296663,-121.37431,-1.086416585
38.296695,-121.37936,1.805048
38.291739,-121.38171,3.299314634
38.291829,-121.39134,-1.009170732
38.305171,-121.39102,-4.347679902
38.309652,-121.37582,-0.866
38.309667,-121.38365,-1.292716341
38.296703,-121.381785,2.673170732
38.301007,-121.383722,2.870487805
