lat,long,l
38.301394,-121.37837,0.871543724
38.312626,-121.37948,-1.643456195
38.305046,-121.38141,-0.015853659
38.304879,-121.36861,-2.86714439
38.296663,-121.37431,-1.076466585
38.296695,-121.37936,1.740048
38.291739,-121.38171,2.975124634
38.291829,-121.39134,-1.045170732
38.305171,-121.39102,-4.396792902
38.309652,-121.37582,-0.8776
38.309667,-121.38365,-1.327976341
38.296703,-121.381785,2.614170732
38.301007,-121.383722,2.776487805
