lat,long,h
38.301394,-121.37837,-2.616809935
38.312626,-121.37948,-2.210175195
38.305046,-121.38141,-1.626853659
38.304879,-121.36861,-3.5422
38.296663,-121.37431,-2.542106585
38.296695,-121.37936,-0.328952
38.291739,-121.38171,0.024994634
38.291829,-121.39134,-1.362170732
38.305171,-121.39102,-4.384456902
38.309652,-121.37582,-1.80096
38.309667,-121.38365,-1.114836341
38.296703,-121.381785,0.111170732
38.301007,-121.383722,1.249487805
