lat,long,h
38.301394,-121.37837,5.349318114
38.312626,-121.37948,6.120224805
38.305046,-121.38141,6.593146341
38.304879,-121.36861,3.05540561
38.296663,-121.37431,4.317593415
38.296695,-121.37936,6.219048
38.291739,-121.38171,6.117254634
38.291829,-121.39134,5.063829268
38.305171,-121.39102,5.363726098
38.309652,-121.37582,5.9809
38.309667,-121.38365,6.803153659
38.296703,-121.381785,4.013170732
38.301007,-121.383722,5.516487805
