lat,long,l
38.301394,-121.37837,4.964440065
38.312626,-121.37948,6.034314805
38.305046,-121.38141,5.954146341
38.304879,-121.36861,1.29514561
38.296663,-121.37431,3.582243415
38.296695,-121.37936,5.784048
38.291739,-121.38171,5.395174634
38.291829,-121.39134,4.933829268
38.305171,-121.39102,5.166126098
38.309652,-121.37582,4.9207
38.309667,-121.38365,6.396753659
38.296703,-121.381785,4.479170732
38.301007,-121.383722,5.042487805
