lat,long,name
38.43459314,-121.4545413,SCGA #3
38.44014704,-121.3369501,SCGA #8
38.48893418,-121.2755549,SCGA #6
38.51947355,-121.3787583,SCGA #13
38.47858518,-121.1753063,Passmore PW
38.3856056,-121.36037,Edwards PW
38.501427,-121.496483,Golf Course
