lat,long,h
38.301394,-121.37837,-0.8369
38.312626,-121.37948,1.523412195
38.305046,-121.38141,0.668429268
38.296663,-121.37431,-0.867829268
38.296695,-121.37936,0.455682927
38.291739,-121.38171,0.461334146
38.291829,-121.39134,-0.110865854
38.305171,-121.39102,-2.290931707
38.309652,-121.37582,1.127306585
38.309667,-121.38365,1.433990244
38.296703,-121.381785,1.051387805
