lat,long,l
38.301394,-121.37837,-2.937877008
38.312626,-121.37948,-1.631944
38.305046,-121.38141,-2.291568
38.304879,-121.36861,-3.6446
38.296663,-121.37431,-2.82924
38.296695,-121.37936,-1.241952
38.291739,-121.38171,-0.411332
38.291829,-121.39134,-1.40416
38.305171,-121.39102,-4.663668
38.309652,-121.37582,-2.21295
38.309667,-121.38365,-0.614912
38.296703,-121.381785,-2.862829268
38.301007,-121.383722,-0.315928
