lat,long,h
38.301394,-121.37837,-2.969218471
38.312626,-121.37948,-1.917944
38.305046,-121.38141,-2.345568
38.304879,-121.36861,-3.7585
38.296663,-121.37431,-2.88994
38.296695,-121.37936,-1.292952
38.291739,-121.38171,-0.427932
38.291829,-121.39134,-1.45016
38.305171,-121.39102,-4.659268
38.309652,-121.37582,-2.31983
38.309667,-121.38365,-0.743312
38.296703,-121.381785,-1.014829268
38.301007,-121.383722,-0.350928
