lat,long,l
38.301394,-121.37837,-2.703852617
38.312626,-121.37948,-3.927311
38.305046,-121.38141,-1.684853659
38.304879,-121.36861,-3.5905
38.296663,-121.37431,-2.576246585
38.296695,-121.37936,-0.342952
38.291739,-121.38171,0.004564634
38.291829,-121.39134,-1.47516
38.305171,-121.39102,-4.613868
38.309652,-121.37582,-1.8318
38.309667,-121.38365,-1.192912
38.296703,-121.381785,0.260170732
38.301007,-121.383722,1.255487805
