lat,long,h
38.301394,-121.37837,-2.300956276
38.312626,-121.37948,-2.082360195
38.305046,-121.38141,-1.193853659
38.304879,-121.36861,-3.1609
38.296663,-121.37431,-2.287406585
38.296695,-121.37936,0.119048
38.291739,-121.38171,0.648814634
38.291829,-121.39134,-1.265170732
38.305171,-121.39102,-4.363045902
38.309652,-121.37582,-1.36469
38.309667,-121.38365,-1.276056341
38.296703,-121.381785,2.045170732
38.301007,-121.383722,1.656487805
