38.305171,-121.39102,MW7
38.296695,-121.37936,MW19
38.291829,-121.39134,MW22
38.291739,-121.38171,MW23
38.309652,-121.37582,MW5
38.309667,-121.38365,MW3
38.312626,-121.37948,MW2
38.305046,-121.38141,MW9
38.296663,-121.37431,MW20
38.304879,-121.36861,MW11
38.301394,-121.37837,MW14
38.296703,-121.381785,MW17
