lat,long,l
38.301394,-121.37837,5.416055919
38.312626,-121.37948,6.132636805
38.305046,-121.38141,6.456146341
38.304879,-121.36861,3.03634561
38.296663,-121.37431,4.298093415
38.296695,-121.37936,6.034048
38.291739,-121.38171,5.688784634
38.291829,-121.39134,5.065829268
38.305171,-121.39102,5.293726098
38.309652,-121.37582,5.9179
38.309667,-121.38365,6.581853659
38.296703,-121.381785,4.019170732
38.301007,-121.383722,5.243487805
