lat,long,h
38.301394,-121.37837,5.681940065
38.312626,-121.37948,6.294903805
38.305046,-121.38141,6.719146341
38.304879,-121.36861,3.16039561
38.296663,-121.37431,4.588793415
38.296695,-121.37936,6.339048
38.291739,-121.38171,6.159604634
38.291829,-121.39134,5.361829268
38.305171,-121.39102,5.380226098
38.309652,-121.37582,6.1893
38.309667,-121.38365,6.946053659
38.296703,-121.381785,3.803170732
38.301007,-121.383722,5.514487805
