 7.305033  8.388096  8.159496  8.159496  8.189976  8.291150  8.317992  8.625839  8.933688  9.012936  8.571836  7.110984  6.993633  6.991642  6.978062  6.967429  7.571232  7.741920  7.778496  7.568184  7.616952  7.245096  7.623048  6.931152  6.830568  6.839712  6.806184  6.923921  7.007508  6.973824  6.979920  6.888480  6.406896  6.406896  6.495288  6.943344  6.834247  6.930634  7.359287  7.598680  7.817363  7.747545  8.052816  7.940040  7.529513  8.488680  7.967472  8.354568  8.342376  8.382000  8.591289  9.062683  5.972980  6.691096  8.887279  8.475237  8.360664  8.650224  8.948928  9.217152  9.473184  9.564624  9.881616 10.198607 10.079736  9.957815  9.884664  9.863328  9.793224  9.860279  9.619488  9.256776  9.717024  9.784080  8.894064  8.189976        NA
 7.808976  7.507224  7.997952  8.007288  8.007096  7.988808  7.997952  8.698834  8.875776  8.784336  8.232648  7.982712  7.540752  6.918960  6.946392  6.961717  7.651367  7.653528  7.549896  7.708392  7.467600  7.516368  7.403592  6.812280  6.742176  6.739128  6.669024  6.608064  6.605016  6.754368  9.393442  6.202680  6.169152  6.239256  6.467856  6.626352  6.784848  7.619750  7.146636  7.668768  7.543499  7.446264  7.824139  7.351776  8.010831  8.041426  8.207808  6.959984  8.361419  8.674607  8.891016  6.409944  7.283267  7.610688  8.756904  7.894320  8.083296  8.369807  9.430512  9.238488  9.204960  9.476232  9.841992 10.131553  9.820656  9.617048  9.476232  9.515856  9.415272  8.863584  9.101328  9.098280  8.488680  8.985504  7.933944  8.881872        NA
 7.729728  7.208520  7.861521  7.918704  7.867428  7.808976  7.848600  8.400288  8.607552  8.418594  8.385048  7.223760  7.101840  6.976084  6.818376  6.915912  7.656576  7.385304  7.502517  7.594210  7.549896  7.418832  7.245096  6.736080  6.669508  6.668573  6.600102  6.528816  6.428232  8.857488  6.808554  6.833616  6.550152  6.568439  6.608064  6.635496  6.644639  6.925056  7.220712  7.719755  7.949184  7.667434  6.986016  7.920326  7.943806  7.982712  8.341458  8.430292  8.835424  5.805485  8.214360  8.351520  8.429559  8.488680  8.796528  7.876032  8.025384  8.253983  8.601456  8.833735  9.299448  9.387839  9.915144 10.433304  9.890665  9.680448  9.540239  9.046464  8.884920  9.253728  8.863584  7.171944  7.470648  7.997952  8.633311  9.284207        NA
 7.624671  7.818120  7.647432  7.699248  7.729728  7.647432  7.598664  8.369807  8.244207  8.238744  8.046850  8.293608  7.434072  7.653528  6.744889  6.818376  7.507224  7.406640  7.434072  7.452360  7.216955  7.199376  7.217664  6.687312  6.586728  6.553200  6.513576  6.461760  6.358128  6.297168  6.647688  6.693408  6.940110  6.601968  6.681216  6.647688  8.138160  6.516623  7.973568  7.715821  5.370576  7.738293  7.616952  7.584194  8.086140  8.283892  8.569560  8.580120  8.808720  5.830477  8.763274  8.667488  8.461248  8.281416  7.857744  8.177784  8.147304  8.424672  8.969730  9.482328  9.644251  9.549384  9.686544  9.875521  9.713976  9.464007  9.281160  9.159240  9.378696  9.415272  8.744712  6.531864  8.510015  9.009888  9.198864  9.427464        NA
 7.537704  7.729728  7.467600  7.427976  7.549896  7.479792  7.507224  7.498080  7.629144  7.738872  7.956743  7.647432  6.925056  6.948737  6.772656  6.620071  7.488936  7.476744  7.455749  7.424928  7.281672  7.171944  7.159752  7.217664  7.165848  6.995160  6.553200  6.640189  8.202168  6.440423  6.559296  6.626352  6.635496  6.672072  6.601968  6.681727  5.827776  6.081325  7.684712  7.363968  7.615441  7.562462  7.239000  8.106079  8.025384  8.133621  8.284464  8.302752  8.500872  6.017936  8.446008  8.557405  8.162795  6.931152  7.991856  8.388096  8.769096  8.796528  9.113520  9.332944  9.430512  9.439655  9.418320  9.427464  9.393936  9.314688  9.171432  9.189720  9.159240  8.868070  8.104632  6.245352  8.171688  8.842248  9.259824  9.119616        NA
 7.357872  7.629144  7.229856  7.258952  7.288498  7.299960  7.309104  7.418832  7.488936  7.559040  7.738872  7.470061  7.408087  6.602949  6.675120  6.723888  7.440168  7.348728  7.348728  7.226808  7.196328  7.254240  7.171944  7.071360  7.059168  6.844090  6.784848  6.793057  7.738054  6.382512  6.440423  6.507480  6.537960  6.595872  6.644639  6.751320  5.269992  7.326198  7.318248  7.315200  7.193280  7.254240  7.053243  8.050745  7.156516  8.287754  7.545160  8.409538  6.809620  7.580376  7.857744  7.757160  7.126224  7.074408  8.211312  8.790432  8.729472  8.981494  9.275064  9.485376  9.631233  9.710928  9.570720  9.448800  9.137904  9.086088  8.872728  8.872728  9.180576  8.549640  8.348472  6.117336  8.324088  9.302496  9.232392  8.348472        NA
 7.668768  7.299960  7.348728  7.479792  6.848856  6.547104  6.769608  7.318248  7.397496  7.537704  7.659624  7.321296  7.606157  6.633277  6.743554  6.759302  7.321296  7.242048  7.309104  7.208520  7.275576  7.180311  7.076175  6.982968  6.879336  6.629400  6.748272  6.696456  6.653784  6.123432  6.321552  6.339840  6.169152  6.275832  6.523198  6.583680  6.641592  7.085742  7.275713  7.214942  7.077456  7.223760  8.188404  8.010144  8.238744  8.436864  6.217920  5.876544  7.894320  7.141464  7.699248  8.348472  7.226808  8.165592  7.964424  8.004048  8.470392  9.049512  9.497568  9.567672  9.165336  9.034272  8.772144  8.659368  8.659368  8.988552  8.985504  9.130468  8.942832  8.799576  7.050024  5.928360  8.775192  9.156192  8.833104  7.930896        NA
 7.568184  7.559040  7.269480  6.958584  6.589776  6.034117  6.352430  7.178040  7.318248  7.437120  7.537704  7.632192  7.159728  7.014857  6.827520  6.876288  7.245096  7.153656  7.080504  7.040880  7.187184  7.086600  6.986016  6.903720  6.842760  6.821424  6.748272  6.594790  6.665976  5.745480  6.099675  6.132576  6.239256  6.327648  6.227064  6.486144  6.565392  6.611112  6.681216  7.050024  7.462818  9.125712  8.061497  8.193024  7.150065  6.979709  5.879592  8.156448  7.474410  8.065007  8.281416  7.924974  7.958328  8.378952  8.814816  8.775192  8.863584  9.092184  9.329928  9.159240  8.695944  8.695944  8.653272  8.613648  8.601456  9.137904  9.147048  9.055608  8.205216  6.562344  5.281474  7.988808  8.897112  8.586216  8.503920  8.482584        NA
 7.757160  7.668768  7.647432  7.315876  7.309104  6.498336  6.019800  7.168896  7.229856  7.379208  7.467600  7.559040  6.071616  7.055016  7.107936  6.998208  7.126224  7.083858  7.013448  6.982968  7.110984  6.967728  6.915912  6.845808  6.766814  6.492240  6.690360  6.550152  5.507736  8.611050  6.205728  6.224016  6.291072  6.370320  6.428232  6.593121  6.446520  6.464808  6.571488  6.589776  6.690360  6.537960  6.548337  6.814873  6.969951  5.779617  8.119872  7.964643  7.708392  7.784592  8.144256  8.263128  8.011792  8.330184  8.449056  8.634984  8.894064  9.113520  8.900160  8.830056  8.668512  8.537448  8.266176  8.263128  8.851392  9.259142  9.052384  8.628888  7.885176  8.305799  5.282184  6.230112  8.208264  7.638288  7.787640  8.394192        NA
 7.537704  7.549896  7.659624  7.388352  6.848856  6.787896  6.146873  6.522330  7.129272  7.229856  7.309104  7.427976  7.284720  7.223760  7.391400  7.339584  7.046976  6.986016  6.833616  6.882384  6.982968  6.870192  6.858000  6.696456  6.687312  6.553200  6.592824  5.931407  5.602058  6.129528  6.143929  6.224016  6.342888  6.391656  6.489192  6.550152  6.626352  6.406896  6.364223  6.461760  6.656491  6.483621  6.599297  6.809252  7.033202  6.126913  8.083296  8.019288  7.739245  8.226552  8.116824  8.193024  8.382000  8.162544  8.250936  8.787384  9.006840  8.644128  8.482584  8.281416  8.119872  7.643130  8.116395  8.555736  8.894064  8.951976  8.650224  8.689848  8.497824  8.077200  7.324344  5.259964  5.480304  7.120128  8.237887  8.077200        NA
