lat,long,h
38.301394,-121.37837,5.608921773
38.312626,-121.37948,7.392909805
38.305046,-121.38141,7.477146341
38.304879,-121.36861,3.46779561
38.296663,-121.37431,5.290393415
38.296695,-121.37936,7.265048
38.291739,-121.38171,7.302744634
38.291829,-121.39134,6.563829268
38.305171,-121.39102,6.849726098
38.309652,-121.37582,6.4261
38.309667,-121.38365,8.076053659
38.296703,-121.381785,3.887170732
38.301007,-121.383722,6.505487805
