lat,long,l
38.301394,-121.37837,5.548220553
38.312626,-121.37948,6.549607805
38.305046,-121.38141,6.454146341
38.304879,-121.36861,3.03212561
38.296663,-121.37431,4.501693415
38.296695,-121.37936,6.055048
38.291739,-121.38171,5.903484634
38.291829,-121.39134,5.559829268
38.305171,-121.39102,5.621926098
38.309652,-121.37582,5.9601
38.309667,-121.38365,6.683453659
38.296703,-121.381785,4.153170732
38.301007,-121.383722,5.163487805
