lat,long,h
38.301394,-121.37837,5.539836407
38.312626,-121.37948,6.199948805
38.305046,-121.38141,6.664146341
38.304879,-121.36861,3.02275561
38.296663,-121.37431,4.355393415
38.296695,-121.37936,6.269048
38.291739,-121.38171,6.084064634
38.291829,-121.39134,5.336829268
38.305171,-121.39102,5.405226098
38.309652,-121.37582,5.9939
38.309667,-121.38365,6.901153659
38.296703,-121.381785,4.128170732
38.301007,-121.383722,5.474487805
