lat,long,h
38.301394,-121.37837,-2.426200178
38.312626,-121.37948,-2.189300195
38.305046,-121.38141,-1.380853659
38.304879,-121.36861,-3.3032
38.296663,-121.37431,-2.371436585
38.296695,-121.37936,-0.116952
38.291739,-121.38171,0.132944634
38.291829,-121.39134,-1.282170732
38.305171,-121.39102,-4.326152902
38.309652,-121.37582,-1.56105
38.309667,-121.38365,-1.161956341
38.296703,-121.381785,0.252170732
38.301007,-121.383722,1.533487805
