lat,long,h
38.301394,-121.37837,6.005781529
38.312626,-121.37948,6.550992805
38.305046,-121.38141,6.985146341
38.304879,-121.36861,-0.93499439
38.296663,-121.37431,3.881963415
38.296695,-121.37936,7.149048
38.291739,-121.38171,7.328264634
38.291829,-121.39134,5.994829268
38.305171,-121.39102,6.459226098
38.309652,-121.37582,3.203
38.309667,-121.38365,8.188053659
38.296703,-121.381785,4.464170732
38.301007,-121.383722,6.598487805
