lat,long,l
38.301394,-121.37837,-2.216840422
38.312626,-121.37948,-2.059810195
38.305046,-121.38141,-1.176853659
38.304879,-121.36861,-3.1259
38.296663,-121.37431,-2.269276585
38.296695,-121.37936,0.119048
38.291739,-121.38171,0.616324634
38.291829,-121.39134,-1.269170732
38.305171,-121.39102,-4.389641902
38.309652,-121.37582,-1.37283
38.309667,-121.38365,-1.319296341
38.296703,-121.381785,1.537170732
38.301007,-121.383722,1.560487805
