lat,long,l
38.301394,-121.37837,4.803068114
38.312626,-121.37948,5.901107805
38.305046,-121.38141,6.238146341
38.304879,-121.36861,2.91711561
38.296663,-121.37431,3.840093415
38.296695,-121.37936,5.671048
38.291739,-121.38171,5.481814634
38.291829,-121.39134,5.122829268
38.305171,-121.39102,5.260026098
38.309652,-121.37582,5.6735
38.309667,-121.38365,6.459453659
38.296703,-121.381785,4.132170732
38.301007,-121.383722,5.117487805
