lat,long,h
38.301394,-121.37837,-2.970559935
38.312626,-121.37948,-2.176144
38.305046,-121.38141,-2.352568
38.304879,-121.36861,-3.8848
38.296663,-121.37431,-2.84714
38.296695,-121.37936,-0.939952
38.291739,-121.38171,-0.433932
38.291829,-121.39134,-1.53416
38.305171,-121.39102,-4.697068
38.309652,-121.37582,-2.3362
38.309667,-121.38365,-0.932512
38.296703,-121.381785,-0.096829268
38.301007,-121.383722,0.235072
