lat,long,l
38.301394,-121.37837,-2.451352617
38.312626,-121.37948,-2.134111195
38.305046,-121.38141,-1.458853659
38.304879,-121.36861,-3.3795
38.296663,-121.37431,-2.468266585
38.296695,-121.37936,-0.227952
38.291739,-121.38171,0.015224634
38.291829,-121.39134,-1.400170732
38.305171,-121.39102,-4.463568902
38.309652,-121.37582,-1.64441
38.309667,-121.38365,-1.318736341
38.296703,-121.381785,0.226170732
38.301007,-121.383722,1.383487805
